Country,Stadium,Players,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s
ENG,Edgbaston,HH Pandya,4,3,1,65,45,32.5,41,158.53,0,0,1,4,3
ENG,Edgbaston,Yuvraj Singh,2,1,0,53,53,53,32,165.62,0,1,0,8,1
ENG,Edgbaston,RA Jadeja,5,1,1,33,33,NaN,25,132,0,0,0,2,2
ENG,Edgbaston,KD Karthik,3,3,1,25,11,12.5,35,71.42,0,0,0,2,0
ENG,Edgbaston,KM Jadhav,3,1,1,12,12,NaN,13,92.3,0,0,0,1,0
ENG,Edgbaston,B Kumar,6,2,1,3,2,3,4,75,0,0,0,0,0
ENG,Edgbaston,R Ashwin,4,1,0,1,1,1,1,100,0,0,0,0,0
ENG,Edgbaston,Mohammed Shami,3,1,0,1,1,1,2,50,0,0,0,0,0
ENG,Edgbaston,SK Raina,3,1,0,1,1,1,6,16.66,0,0,0,0,0
ENG,Edgbaston,JJ Bumrah,4,1,1,0,0,NaN,0,NaN,0,0,0,0,0
ENG,Edgbaston,YS Chahal,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ENG,Edgbaston,Kuldeep Yadav,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ENG,Edgbaston,DS Kulkarni,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ENG,Edgbaston,AT Rayudu,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ENG,Edgbaston,I Sharma,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ENG,Edgbaston,UT Yadav,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NZ ,Bay Oval,RG Sharma,2,2,0,149,87,74.5,173,86.12,0,2,0,12,5
NZ ,Bay Oval,V Kohli,3,3,0,112,60,37.33,131,85.49,0,1,0,11,2
NZ,Bay Oval,KL Rahul,1,1,0,112,112,112,113,99.11,1,0,0,9,2
NZ,Bay Oval,S Dhawan,2,2,0,94,66,47,94,100,0,1,0,15,0
NZ ,Bay Oval,AT Rayudu,2,2,1,87,47,87,91,95.6,0,0,0,8,2
NZ,Bay Oval,SS Iyer,1,1,0,62,62,62,63,98.41,0,1,0,9,0
NZ,Bay Oval,MS Dhoni,1,1,1,48,48,NaN,33,145.45,0,0,0,5,1
NZ ,Bay Oval,MK Pandey,1,1,0,42,42,42,48,87.5,0,0,0,2,0
NZ ,Bay Oval,PP Shaw,1,1,0,40,40,40,42,95.23,0,0,0,3,2
NZ ,Bay Oval,KD Karthik,1,1,1,38,38,NaN,38,100,0,0,0,5,1
NZ,Bay Oval,KM Jadhav,2,1,1,22,22,NaN,10,220,0,0,0,3,1
NZ ,Bay Oval,RA Jadeja,1,1,1,8,8,NaN,7,114.28,0,0,0,1,0
NZ,Bay Oval,NA Saini,1,1,1,8,8,NaN,6,133.33,0,0,0,2,0
NZ ,Bay Oval,SN Thakur,1,1,0,7,7,7,6,116.66,0,0,0,1,0
NZ,Bay Oval,MA Agarwal,1,1,0,1,1,1,3,33.33,0,0,0,0,0
NZ ,Bay Oval,JJ Bumrah,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NZ ,Bay Oval,YS Chahal,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NZ,Bay Oval,Kuldeep Yadav,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NZ ,Bay Oval,B Kumar,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NZ,Bay Oval,Mohammed Shami,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NZ ,Bay Oval,HH Pandya,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NZ ,Bay Oval,V Shankar,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NZ ,Seddon Park,V Kohli,4,4,1,175,78,58.33,180,97.22,0,2,0,17,3
NZ,Seddon Park,RG Sharma,4,4,0,170,79,42.5,217,78.34,0,2,0,11,8
NZ ,Seddon Park,MS Dhoni,3,2,1,135,79,135,117,115.38,0,2,0,13,4
NZ ,Seddon Park,S Dhawan,3,3,0,125,100,41.66,127,98.42,1,0,0,14,6
NZ ,Seddon Park,SS Iyer,1,1,0,103,103,103,107,96.26,1,0,0,11,1
NZ,Seddon Park,KL Rahul,1,1,1,88,88,NaN,64,137.5,0,1,0,3,6
NZ,Seddon Park,RA Jadeja,4,2,1,74,62,74,62,119.35,0,1,0,8,3
NZ ,Seddon Park,AM Rahane,3,3,1,72,36,36,78,92.3,0,0,0,10,0
NZ,Seddon Park,AT Rayudu,2,2,0,37,37,18.5,62,59.67,0,0,1,3,2
NZ ,Seddon Park,SK Raina,2,1,0,35,35,35,22,159.09,0,0,0,6,0
NZ ,Seddon Park,MA Agarwal,1,1,0,32,32,32,31,103.22,0,0,0,6,0
NZ ,Seddon Park,KM Jadhav,2,2,1,27,26,27,22,122.72,0,0,0,3,1
NZ ,Seddon Park,PP Shaw,1,1,0,20,20,20,21,95.23,0,0,0,3,0
NZ ,Seddon Park,YS Chahal,1,1,1,18,18,NaN,37,48.64,0,0,0,3,0
NZ ,Seddon Park,HH Pandya,1,1,0,16,16,16,20,80,0,0,0,4,0
NZ ,Seddon Park,Kuldeep Yadav,2,1,0,15,15,15,33,45.45,0,0,0,1,0
NZ ,Seddon Park,B Kumar,3,2,0,12,11,6,18,66.66,0,0,0,2,0
NZ ,Seddon Park,R Ashwin,3,2,0,10,5,5,7,142.85,0,0,0,2,0
NZ ,Seddon Park,Shubman Gill,1,1,0,9,9,9,21,42.85,0,0,0,1,0
NZ ,Seddon Park,KK Ahmed,1,1,0,5,5,5,5,100,0,0,0,1,0
NZ ,Seddon Park,Mohammed Shami,4,1,1,1,1,NaN,1,100,0,0,0,0,0
NZ ,Seddon Park,I Sharma,1,1,1,1,1,NaN,1,100,0,0,0,0,0
NZ ,Seddon Park,KD Karthik,1,1,0,0,0,0,3,0,0,0,1,0,0
NZ ,Seddon Park,VR Aaron,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NZ ,Seddon Park,STR Binny,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NZ ,Seddon Park,JJ Bumrah,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NZ ,Seddon Park,MM Sharma,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NZ ,Seddon Park,SN Thakur,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NZ ,Seddon Park,UT Yadav,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
IND ,Dr YS Rajasekhara Reddy Cricket Stadium,V Kohli,5,5,1,438,157,109.5,429,102.09,2,2,1,38,5
IND ,Dr YS Rajasekhara Reddy Cricket Stadium,RG Sharma,6,6,1,342,159,68.4,342,100,1,2,0,33,11
IND ,Dr YS Rajasekhara Reddy Cricket Stadium,S Dhawan,3,3,1,164,100,82,152,107.89,1,0,0,22,3
IND,Dr YS Rajasekhara Reddy Cricket Stadium,SS Iyer,2,2,0,118,65,59,95,124.21,0,2,0,11,5
IND,Dr YS Rajasekhara Reddy Cricket Stadium,MS Dhoni,4,3,1,112,51,56,124,90.32,0,1,0,7,6
IND,Dr YS Rajasekhara Reddy Cricket Stadium,KL Rahul,1,1,0,102,102,102,104,98.07,1,0,0,8,3
IND,Dr YS Rajasekhara Reddy Cricket Stadium,AT Rayudu,1,1,0,73,73,73,80,91.25,0,1,0,8,0
IND,Dr YS Rajasekhara Reddy Cricket Stadium,RR Pant,2,2,0,56,39,28,29,193.1,0,0,0,5,4
IND,Dr YS Rajasekhara Reddy Cricket Stadium,KM Jadhav,2,2,2,55,39,NaN,47,117.02,0,0,0,5,1
IND,Dr YS Rajasekhara Reddy Cricket Stadium,RA Jadeja,4,4,2,32,13,16,42,76.19,0,0,0,1,0
IND,Dr YS Rajasekhara Reddy Cricket Stadium,Yuvraj Singh,1,1,0,28,28,28,49,57.14,0,0,0,3,1
IND,Dr YS Rajasekhara Reddy Cricket Stadium,KD Karthik,1,1,1,26,26,NaN,31,83.87,0,0,0,3,0
IND,Dr YS Rajasekhara Reddy Cricket Stadium,V Sehwag,1,1,0,26,26,26,35,74.28,0,0,0,3,0
IND,Dr YS Rajasekhara Reddy Cricket Stadium,AR Patel,1,1,0,24,24,24,18,133.33,0,0,0,1,1
IND,Dr YS Rajasekhara Reddy Cricket Stadium,SK Raina,2,2,0,23,23,11.5,25,92,0,0,1,2,0
IND,Dr YS Rajasekhara Reddy Cricket Stadium,AM Rahane,1,1,0,20,20,20,39,51.28,0,0,0,3,0
IND,Dr YS Rajasekhara Reddy Cricket Stadium,R Ashwin,2,1,0,19,19,19,10,190,0,0,0,2,1
IND,Dr YS Rajasekhara Reddy Cricket Stadium,G Gambhir,1,1,0,12,12,12,18,66.66,0,0,0,2,0
IND,Dr YS Rajasekhara Reddy Cricket Stadium,PA Patel,1,1,0,2,2,2,6,33.33,0,0,0,0,0
IND,Dr YS Rajasekhara Reddy Cricket Stadium,B Kumar,2,1,1,1,1,NaN,1,100,0,0,0,0,0
IND,Dr YS Rajasekhara Reddy Cricket Stadium,J Yadav,1,1,1,1,1,NaN,1,100,0,0,0,0,0
IND,Dr YS Rajasekhara Reddy Cricket Stadium,Mohammed Shami,3,1,1,0,0,NaN,1,0,0,0,0,0,0
IND,Dr YS Rajasekhara Reddy Cricket Stadium,MK Pandey,2,1,0,0,0,0,5,0,0,0,1,0,0
IND,Dr YS Rajasekhara Reddy Cricket Stadium,VR Aaron,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
IND,Dr YS Rajasekhara Reddy Cricket Stadium,JJ Bumrah,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
IND,Dr YS Rajasekhara Reddy Cricket Stadium,YS Chahal,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
IND,Dr YS Rajasekhara Reddy Cricket Stadium,DL Chahar,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
IND,Dr YS Rajasekhara Reddy Cricket Stadium,Kuldeep Yadav,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
IND,Dr YS Rajasekhara Reddy Cricket Stadium,A Mishra,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
IND,Dr YS Rajasekhara Reddy Cricket Stadium,HH Pandya,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
IND,Dr YS Rajasekhara Reddy Cricket Stadium,MM Sharma,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
IND,Dr YS Rajasekhara Reddy Cricket Stadium,SN Thakur,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
IND,Dr YS Rajasekhara Reddy Cricket Stadium,R Vinay Kumar,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
IND,Dr YS Rajasekhara Reddy Cricket Stadium,UT Yadav,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
IND,Arun Jaitley Stadium,V Kohli,5,5,1,210,112,52.5,228,92.1,1,1,0,25,0
IND,Arun Jaitley Stadium,MS Dhoni,4,3,1,126,51,63,160,78.75,0,1,0,9,4
IND,Arun Jaitley Stadium,G Gambhir,2,2,1,99,84,99,117,84.61,0,1,0,11,0
IND,Arun Jaitley Stadium,SK Raina,3,2,0,93,62,46.5,120,77.5,0,1,0,7,3
IND,Arun Jaitley Stadium,KM Jadhav,2,2,0,85,44,42.5,94,90.42,0,0,0,6,3
IND,Arun Jaitley Stadium,RG Sharma,2,2,0,71,56,35.5,116,61.2,0,1,0,5,1
IND,Arun Jaitley Stadium,B Kumar,3,3,0,66,46,22,78,84.61,0,0,0,4,2
IND,Arun Jaitley Stadium,AM Rahane,4,4,0,58,28,14.5,103,56.31,0,0,0,6,1
IND,Arun Jaitley Stadium,HH Pandya,1,1,0,36,36,36,32,112.5,0,0,0,3,0
IND,Arun Jaitley Stadium,RA Jadeja,4,3,0,33,27,11,58,56.89,0,0,1,0,2
IND,Arun Jaitley Stadium,AT Rayudu,1,1,0,32,32,32,54,59.25,0,0,0,3,0
IND,Arun Jaitley Stadium,Yuvraj Singh,1,1,0,23,23,23,23,100,0,0,0,4,0
IND,Arun Jaitley Stadium,MK Pandey,1,1,0,19,19,19,25,76,0,0,0,0,1
IND,Arun Jaitley Stadium,UT Yadav,3,1,1,18,18,NaN,23,78.26,0,0,0,1,0
IND,Arun Jaitley Stadium,AR Patel,1,1,0,17,17,17,22,77.27,0,0,0,0,1
IND,Arun Jaitley Stadium,RR Pant,1,1,0,16,16,16,16,100,0,0,0,1,1
IND,Arun Jaitley Stadium,V Shankar,1,1,0,16,16,16,21,76.19,0,0,0,0,1
IND,Arun Jaitley Stadium,S Dhawan,2,2,0,13,12,6.5,24,54.16,0,0,0,2,0
IND,Arun Jaitley Stadium,PA Patel,1,1,0,12,12,12,17,70.58,0,0,0,2,0
IND,Arun Jaitley Stadium,Kuldeep Yadav,1,1,0,8,8,8,12,66.66,0,0,0,1,0
IND,Arun Jaitley Stadium,I Sharma,1,1,0,5,5,5,15,33.33,0,0,0,1,0
IND,Arun Jaitley Stadium,Mohammed Shami,3,3,2,4,3,4,13,30.76,0,0,0,0,0
IND,Arun Jaitley Stadium,JJ Bumrah,2,2,1,1,1,1,5,20,0,0,1,0,0
IND,Arun Jaitley Stadium,A Mishra,2,1,0,1,1,1,3,33.33,0,0,0,0,0
IND,Arun Jaitley Stadium,R Ashwin,2,1,0,0,0,0,1,0,0,0,1,0,0
IND,Arun Jaitley Stadium,P Kumar,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
IND,Arun Jaitley Stadium,R Vinay Kumar,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
IND,Nehru Stadium,V Kohli,3,3,0,125,86,41.66,143,87.41,0,1,0,10,3
IND,Nehru Stadium,RA Jadeja,3,2,2,94,61,NaN,73,128.76,0,1,0,10,3
IND,Nehru Stadium,MS Dhoni,3,3,1,93,72,46.5,94,98.93,0,1,0,10,2
IND,Nehru Stadium,S Dhawan,2,2,0,73,68,36.5,98,74.48,0,1,0,10,0
IND,Nehru Stadium,RG Sharma,1,1,0,72,72,72,81,88.88,0,1,0,8,1
IND,Nehru Stadium,SK Raina,3,3,0,55,55,18.33,85,64.7,0,1,2,2,2
IND,Nehru Stadium,Yuvraj Singh,2,2,1,48,32,48,66,72.72,0,0,0,7,0
IND,Nehru Stadium,AM Rahane,2,2,0,28,24,14,36,77.77,0,0,0,4,0
IND,Nehru Stadium,Mohammed Shami,3,1,0,19,19,19,17,111.76,0,0,0,2,1
IND,Nehru Stadium,AT Rayudu,1,1,0,13,13,13,21,61.9,0,0,0,1,0
IND,Nehru Stadium,G Gambhir,1,1,0,8,8,8,13,61.53,0,0,0,1,0
IND,Nehru Stadium,MM Sharma,1,1,0,8,8,8,7,114.28,0,0,0,2,0
IND,Nehru Stadium,A Mishra,1,1,0,5,5,5,13,38.46,0,0,0,1,0
IND,Nehru Stadium,B Kumar,3,1,0,2,2,2,10,20,0,0,0,0,0
IND,Nehru Stadium,R Ashwin,2,1,1,1,1,NaN,1,100,0,0,0,0,0
IND,Nehru Stadium,I Sharma,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
IND,Nehru Stadium,JD Unadkat,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
IND,Punjab Cricket Association IS Bindra Stadium,RG Sharma,5,5,1,410,208,102.5,381,107.61,1,2,0,35,15
IND,Punjab Cricket Association IS Bindra Stadium,V Kohli,5,5,1,290,154,72.5,276,105.07,1,1,0,34,1
IND,Punjab Cricket Association IS Bindra Stadium,MS Dhoni,5,5,2,280,139,93.33,269,104.08,1,1,0,23,9
IND,Punjab Cricket Association IS Bindra Stadium,S Dhawan,3,3,0,219,143,73,188,116.48,1,1,0,29,3
IND,Punjab Cricket Association IS Bindra Stadium,SK Raina,3,3,1,106,89,53,101,104.95,0,1,1,11,1
IND,Punjab Cricket Association IS Bindra Stadium,AM Rahane,2,2,0,96,91,48,114,84.21,0,1,0,7,0
IND,Punjab Cricket Association IS Bindra Stadium,SS Iyer,1,1,0,88,88,88,70,125.71,0,1,0,9,2
IND,Punjab Cricket Association IS Bindra Stadium,G Gambhir,2,2,0,68,58,34,76,89.47,0,1,0,5,1
IND,Punjab Cricket Association IS Bindra Stadium,RA Jadeja,3,3,2,49,26,49,55,89.09,0,0,0,4,0
IND,Punjab Cricket Association IS Bindra Stadium,PA Patel,1,1,0,38,38,38,46,82.6,0,0,0,3,0
IND,Punjab Cricket Association IS Bindra Stadium,RR Pant,1,1,0,36,36,36,24,150,0,0,0,4,1
IND,Punjab Cricket Association IS Bindra Stadium,R Ashwin,3,1,0,28,28,28,35,80,0,0,0,3,0
IND,Punjab Cricket Association IS Bindra Stadium,MK Pandey,2,1,1,28,28,NaN,34,82.35,0,0,0,3,0
IND,Punjab Cricket Association IS Bindra Stadium,KL Rahul,1,1,0,26,26,26,31,83.87,0,0,0,1,0
IND,Punjab Cricket Association IS Bindra Stadium,V Shankar,1,1,0,26,26,26,15,173.33,0,0,0,1,2
IND,Punjab Cricket Association IS Bindra Stadium,B Kumar,4,2,0,11,10,5.5,20,55,0,0,0,1,0
IND,Punjab Cricket Association IS Bindra Stadium,KM Jadhav,2,1,0,10,10,10,12,83.33,0,0,0,0,0
IND,Punjab Cricket Association IS Bindra Stadium,HH Pandya,2,1,0,8,8,8,5,160,0,0,0,1,0
IND,Punjab Cricket Association IS Bindra Stadium,JJ Bumrah,3,1,1,6,6,NaN,1,600,0,0,0,0,1
IND,Punjab Cricket Association IS Bindra Stadium,Yuvraj Singh,2,2,0,3,3,1.5,17,17.64,0,0,1,0,0
IND,Punjab Cricket Association IS Bindra Stadium,Kuldeep Yadav,1,1,1,1,1,NaN,1,100,0,0,0,0,0
IND,Punjab Cricket Association IS Bindra Stadium,YS Chahal,2,1,0,0,0,0,1,0,0,0,1,0,0
IND,Punjab Cricket Association IS Bindra Stadium,I Sharma,2,1,1,0,0,NaN,0,NaN,0,0,0,0,0
IND,Punjab Cricket Association IS Bindra Stadium,R Vinay Kumar,2,1,0,0,0,0,1,0,0,0,1,0,0
IND,Punjab Cricket Association IS Bindra Stadium,KD Karthik,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
IND,Punjab Cricket Association IS Bindra Stadium,P Kumar,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
IND,Punjab Cricket Association IS Bindra Stadium,A Mishra,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
IND,Punjab Cricket Association IS Bindra Stadium,Mohammed Shami,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
IND,Punjab Cricket Association IS Bindra Stadium,AR Patel,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
IND,Punjab Cricket Association IS Bindra Stadium,Washington Sundar,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
IND,Punjab Cricket Association IS Bindra Stadium,UT Yadav,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
IND,Eden Gardens,RG Sharma,2,2,0,271,264,135.5,187,144.91,1,0,0,34,9
IND,Eden Gardens,V Kohli,5,5,0,219,92,43.8,248,88.3,0,3,1,23,0
IND,Eden Gardens,MS Dhoni,4,4,2,159,75,79.5,204,77.94,0,2,0,9,6
IND,Eden Gardens,AM Rahane,4,4,0,126,55,31.5,155,81.29,0,1,0,19,0
IND,Eden Gardens,KM Jadhav,2,2,0,114,90,57,99,115.15,0,1,0,14,2
IND,Eden Gardens,HH Pandya,2,2,0,76,56,38,69,110.14,0,1,0,6,2
IND,Eden Gardens,SK Raina,3,3,0,67,38,22.33,93,72.04,0,0,0,7,1
IND,Eden Gardens,Yuvraj Singh,2,2,0,54,45,27,76,71.05,0,0,0,5,1
IND,Eden Gardens,G Gambhir,2,2,0,49,38,24.5,71,69.01,0,0,0,5,0
IND,Eden Gardens,RA Jadeja,3,3,0,44,21,14.66,50,88,0,0,0,4,0
IND,Eden Gardens,V Sehwag,1,1,0,31,31,31,43,72.09,0,0,0,3,0
IND,Eden Gardens,MK Tiwary,1,1,0,24,24,24,30,80,0,0,0,4,0
IND,Eden Gardens,B Kumar,3,3,1,20,20,10,36,55.55,0,0,1,1,0
IND,Eden Gardens,P Kumar,1,1,0,16,16,16,12,133.33,0,0,0,1,1
IND,Eden Gardens,RV Uthappa,1,1,1,16,16,NaN,16,100,0,0,0,1,0
IND,Eden Gardens,R Ashwin,3,3,0,11,7,3.66,35,31.42,0,0,0,0,0
IND,Eden Gardens,KL Rahul,1,1,0,11,11,11,11,100,0,0,0,1,1
IND,Eden Gardens,JJ Bumrah,2,2,2,10,10,NaN,6,166.66,0,0,0,2,0
IND,Eden Gardens,AT Rayudu,1,1,0,8,8,8,19,42.1,0,0,0,0,0
IND,Eden Gardens,MK Pandey,1,1,0,3,3,3,13,23.07,0,0,0,0,0
IND,Eden Gardens,I Sharma,1,1,0,2,2,2,12,16.66,0,0,0,0,0
IND,Eden Gardens,YS Chahal,1,1,0,1,1,1,2,50,0,0,0,0,0
IND,Eden Gardens,AB Dinda,1,1,0,0,0,0,2,0,0,0,1,0,0
IND,Eden Gardens,Kuldeep Yadav,1,1,0,0,0,0,2,0,0,0,1,0,0
IND,Eden Gardens,R Vinay Kumar,1,1,1,0,0,NaN,0,NaN,0,0,0,0,0
IND,Eden Gardens,VR Aaron,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
IND,Eden Gardens,STR Binny,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
IND,Eden Gardens,DS Kulkarni,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
IND,Eden Gardens,AR Patel,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
IND,Eden Gardens,KV Sharma,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
IND,Eden Gardens,UT Yadav,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
IND,Wankhede Stadium,V Kohli,4,4,1,230,121,76.66,244,94.26,1,1,0,20,4
IND,Wankhede Stadium,S Dhawan,3,3,0,143,74,47.66,162,88.27,0,2,0,18,1
IND,Wankhede Stadium,AM Rahane,2,2,0,107,87,53.5,95,112.63,0,1,0,10,3
IND,Wankhede Stadium,SK Raina,2,2,0,92,80,46,75,122.66,0,1,0,13,1
IND,Wankhede Stadium,MS Dhoni,3,3,1,67,27,33.5,89,75.28,0,0,0,6,1
IND,Wankhede Stadium,KL Rahul,1,1,0,47,47,47,61,77.04,0,0,0,4,0
IND,Wankhede Stadium,RG Sharma,3,3,0,46,20,15.33,53,86.79,0,0,0,5,2
IND,Wankhede Stadium,KD Karthik,1,1,0,37,37,37,47,78.72,0,0,0,4,0
IND,Wankhede Stadium,RR Pant,1,1,0,28,28,28,33,84.84,0,0,0,2,1
IND,Wankhede Stadium,B Kumar,2,2,0,27,26,13.5,23,117.39,0,0,0,2,2
IND,Wankhede Stadium,RA Jadeja,2,1,0,25,25,25,32,78.12,0,0,0,2,1
IND,Wankhede Stadium,Kuldeep Yadav,2,2,1,17,17,17,15,113.33,0,0,0,2,0
IND,Wankhede Stadium,HH Pandya,1,1,0,16,16,16,16,100,0,0,0,1,1
IND,Wankhede Stadium,SN Thakur,1,1,0,13,13,13,10,130,0,0,0,2,0
IND,Wankhede Stadium,KM Jadhav,1,1,0,12,12,12,25,48,0,0,0,1,0
IND,Wankhede Stadium,Mohammed Shami,1,1,0,10,10,10,15,66.66,0,0,0,1,0
IND,Wankhede Stadium,PA Patel,1,1,0,8,8,8,20,40,0,0,0,0,0
IND,Wankhede Stadium,AR Patel,1,1,0,5,5,5,8,62.5,0,0,0,0,0
IND,Wankhede Stadium,SS Iyer,1,1,0,4,4,4,9,44.44,0,0,0,0,0
IND,Wankhede Stadium,A Mishra,1,1,0,4,4,4,7,57.14,0,0,0,1,0
IND,Wankhede Stadium,G Gambhir,1,1,0,1,1,1,6,16.66,0,0,0,0,0
IND,Wankhede Stadium,JJ Bumrah,2,1,1,0,0,NaN,0,NaN,0,0,0,0,0
IND,Wankhede Stadium,Harbhajan Singh,1,1,0,0,0,0,4,0,0,0,1,0,0
IND,Wankhede Stadium,MM Sharma,1,1,1,0,0,NaN,4,0,0,0,0,0,0
IND,Wankhede Stadium,VR Aaron,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
IND,Wankhede Stadium,R Ashwin,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
IND,Wankhede Stadium,YS Chahal,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
IND,Wankhede Stadium,P Kumar,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
IND,Wankhede Stadium,R Vinay Kumar,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
IND,Himachal Pradesh Cricket Association Stadium,V Kohli,3,3,1,212,127,106,196,108.16,1,1,1,22,4
IND,Himachal Pradesh Cricket Association Stadium,SK Raina,2,2,0,154,83,77,156,98.71,0,2,0,11,7
IND,Himachal Pradesh Cricket Association Stadium,MS Dhoni,4,4,0,107,65,26.75,139,76.97,0,1,0,13,3
IND,Himachal Pradesh Cricket Association Stadium,AM Rahane,2,2,0,101,68,50.5,113,89.38,0,1,0,11,2
IND,Himachal Pradesh Cricket Association Stadium,RA Jadeja,2,2,0,41,39,20.5,67,61.19,0,0,0,1,2
IND,Himachal Pradesh Cricket Association Stadium,S Dhawan,2,2,0,35,35,17.5,41,85.36,0,0,1,6,1
IND,Himachal Pradesh Cricket Association Stadium,B Kumar,3,2,0,31,31,15.5,35,88.57,0,0,1,5,0
IND,Himachal Pradesh Cricket Association Stadium,G Gambhir,1,1,0,24,24,24,42,57.14,0,0,0,5,0
IND,Himachal Pradesh Cricket Association Stadium,RG Sharma,3,3,0,20,14,6.66,48,41.66,0,0,0,2,1
